prefab	display	type	stack	weight	value	teleportable	token
MaceEldner	$item_mace_eldner	OneHandedWeapon	1	2	0	true	$item_mace_eldner
MaceEldnerBlood	$item_mace_eldner_blood	OneHandedWeapon	1	2	0	true	$item_mace_eldner_blood
MaceEldnerLightning	$item_mace_eldner_lightning	OneHandedWeapon	1	2	0	true	$item_mace_eldner_lightning
MaceEldnerNature	$item_mace_eldner_nature	OneHandedWeapon	1	2	0	true	$item_mace_eldner_nature
MaceIron	$item_mace_iron	OneHandedWeapon	1	2	0	true	$item_mace_iron
MaceNeedle	$item_mace_needle	OneHandedWeapon	1	2	0	true	$item_mace_needle
MaceSilver	$item_mace_silver	OneHandedWeapon	1	2	0	true	$item_mace_silver
MaceWood	$item_mace_wood	OneHandedWeapon	1	2	0	true	$item_mace_wood
MagicallyStuffedShroom	$item_magicallystuffedmushroom	Consumable	10	1	0	true	$item_magicallystuffedmushroom
MagicallyStuffedShroomUncooked	$item_magicallystuffedmushroomuncooked	Material	10	1	0	true	$item_magicallystuffedmushroomuncooked
Mandible	$item_mandible	Material	50	0.5	0	true	$item_mandible
MarinatedGreens	$item_marinatedgreens	Consumable	10	1	0	true	$item_marinatedgreens
MashedMeat	$item_mashedmeat	Consumable	10	1	0	true	$item_mashedmeat
MeadBaseBugRepellent	$item_meadbasebugrepellent	Material	1	1	0	true	$item_meadbasebugrepellent
MeadBaseBzerker	$item_meadbasebzerker	Material	1	1	0	true	$item_meadbasebzerker
MeadBaseEitrLingering	$item_meadbaseeitr_lingering	Material	1	1	0	true	$item_meadbaseeitr_lingering
MeadBaseEitrMinor	$item_meadbaseeitr	Material	1	1	0	true	$item_meadbaseeitr
MeadBaseFrostResist	$item_meadbasefrostresist	Material	1	1	0	true	$item_meadbasefrostresist
MeadBaseHasty	$item_meadbasehasty	Material	1	1	0	true	$item_meadbasehasty
MeadBaseHealthLingering	$item_meadbasehealth_lingering	Material	1	1	0	true	$item_meadbasehealth_lingering
MeadBaseHealthMajor	$item_meadbasehealth_major	Material	1	1	0	true	$item_meadbasehealth_major
MeadBaseHealthMedium	$item_meadbasehealth_medium	Material	1	1	0	true	$item_meadbasehealth_medium
MeadBaseHealthMinor	$item_meadbasehealth	Material	1	1	0	true	$item_meadbasehealth
MeadBaseLightFoot	$item_meadbaselightfoot	Material	1	1	0	true	$item_meadbaselightfoot
MeadBasePoisonResist	$item_meadbasepoisonresist	Material	1	1	0	true	$item_meadbasepoisonresist
MeadBaseStaminaLingering	$item_meadbasestamina_lingering	Material	1	1	0	true	$item_meadbasestamina_lingering
MeadBaseStaminaMedium	$item_meadbasestamina_medium	Material	1	1	0	true	$item_meadbasestamina_medium
MeadBaseStaminaMinor	$item_meadbasestamina	Material	1	1	0	true	$item_meadbasestamina
MeadBaseStrength	$item_meadbasestrength	Material	1	1	0	true	$item_meadbasestrength
MeadBaseSwimmer	$item_meadbaseswimmer	Material	1	1	0	true	$item_meadbaseswimmer
MeadBaseTamer	$item_meadbasetamer	Material	1	1	0	true	$item_meadbasetamer
MeadBaseTasty	$item_meadbasetasty	Material	1	1	0	true	$item_meadbasetasty
MeadBugRepellent	$item_mead_bugrepellent	Consumable	10	1	0	true	$item_mead_bugrepellent
MeadBzerker	$item_mead_bzerker	Consumable	10	1	0	true	$item_mead_bzerker
MeadEitrLingering	$item_mead_eitr_lingering	Consumable	10	1	0	true	$item_mead_eitr_lingering
MeadEitrMinor	$item_mead_eitr_minor	Consumable	10	1	0	true	$item_mead_eitr_minor
MeadFrostResist	$item_mead_frostres	Consumable	10	1	0	true	$item_mead_frostres
MeadHasty	$item_mead_hasty	Consumable	10	1	0	true	$item_mead_hasty
MeadHealthLingering	$item_mead_hp_lingering	Consumable	10	1	0	true	$item_mead_hp_lingering
MeadHealthMajor	$item_mead_hp_major	Consumable	10	1	0	true	$item_mead_hp_major
MeadHealthMedium	$item_mead_hp_medium	Consumable	10	1	0	true	$item_mead_hp_medium
MeadHealthMinor	$item_mead_hp_minor	Consumable	10	1	0	true	$item_mead_hp_minor
MeadLightfoot	$item_mead_lightfoot	Consumable	10	1	0	true	$item_mead_lightfoot
MeadPoisonResist	$item_mead_poisonres	Consumable	10	1	0	true	$item_mead_poisonres
MeadStaminaLingering	$item_mead_stamina_lingering	Consumable	10	1	0	true	$item_mead_stamina_lingering
MeadStaminaMedium	$item_mead_stamina_medium	Consumable	10	1	0	true	$item_mead_stamina_medium
MeadStaminaMinor	$item_mead_stamina_minor	Consumable	10	1	0	true	$item_mead_stamina_minor
MeadStrength	$item_mead_strength	Consumable	10	1	0	true	$item_mead_strength
MeadSwimmer	$item_mead_swimmer	Consumable	10	1	0	true	$item_mead_swimmer
MeadTamer	$item_mead_tamer	Consumable	10	1	0	true	$item_mead_tamer
MeadTasty	$item_mead_tasty	Consumable	10	1	0	true	$item_mead_tasty
MeadTrollPheromones	$item_mead_trollpheromones	Consumable	10	1	0	true	$item_mead_trollpheromones
MeatPlatter	$item_meatplatter	Consumable	10	1	0	true	$item_meatplatter
MeatPlatterUncooked	$item_meatplatteruncooked	Material	10	1	0	true	$item_meatplatteruncooked
MechanicalSpring	$item_mechanicalspring	Material	10	5	0	false	$item_mechanicalspring
MinceMeatSauce	$item_mincemeatsauce	Consumable	10	1	0	true	$item_mincemeatsauce
MisthareSupreme	$item_mistharesupreme	Consumable	10	1	0	true	$item_mistharesupreme
MisthareSupremeUncooked	$item_mistharesupremeuncooked	Material	10	1	0	true	$item_mistharesupremeuncooked
Mistile_kamikaze	Mistile Kamikaze	OneHandedWeapon	1	1	0	true	Mistile Kamikaze
MoltenCore	$item_moltencore	Material	20	1	0	true	$item_moltencore
Morgen_bite	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
Morgen_bodyslam	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
Morgen_roll_left	Morgen Roll Left	OneHandedWeapon	1	1	0	true	Morgen Roll Left
Morgen_roll_right	Morgen Roll Right	OneHandedWeapon	1	1	0	true	Morgen Roll Right
Morgen_swipe_1	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
Morgen_swipe_2	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
Morgen_swipe_3	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
Morgen_swipe_4	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
Morgen_swipe_5	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
Morgen_swipe_6	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
MorgenHeart	$item_morgenheart	Material	50	0.5	0	true	$item_morgenheart
MorgenSinew	$item_morgensinew	Material	50	0.5	0	true	$item_morgensinew
Mushroom	$item_mushroomcommon	Consumable	50	0.1	0	true	$item_mushroomcommon
MushroomBlue	$item_mushroomblue	Consumable	50	0.1	0	true	$item_mushroomblue
MushroomBzerker	$item_mushroom_bzerker	Consumable	50	0.1	0	true	$item_mushroom_bzerker
MushroomJotunPuffs	$item_jotunpuffs	Consumable	50	0.1	0	true	$item_jotunpuffs
MushroomMagecap	$item_magecap	Consumable	50	0.1	0	true	$item_magecap
MushroomOmelette	$item_mushroomomelette	Consumable	10	1	0	true	$item_mushroomomelette
MushroomSmokePuff	$item_smokepuff	Consumable	50	0.1	0	true	$item_smokepuff
MushroomYellow	$item_mushroomyellow	Consumable	50	0.1	0	true	$item_mushroomyellow
Neck_BiteAttack	jaws	OneHandedWeapon	1	1	0	true	jaws
NeckTail	$item_necktail	Material	50	0.5	0	true	$item_necktail
NeckTailGrilled	$item_necktailgrilled	Consumable	20	0.5	0	true	$item_necktailgrilled
Needle	$item_needle	Material	50	0.5	0	true	$item_needle
Obsidian	$item_obsidian	Material	50	2	0	true	$item_obsidian
Onion	$item_onion	Consumable	50	0.3	0	true	$item_onion
OnionSeeds	$item_onionseeds	Material	100	0.1	0	true	$item_onionseeds
OnionSoup	$item_onionsoup	Consumable	10	1	0	true	$item_onionsoup
Ooze	$item_ooze	Material	50	0.5	0	true	$item_ooze
PickaxeAntler	$item_pickaxe_antler	TwoHandedWeapon	1	2	0	true	$item_pickaxe_antler
PickaxeBlackMetal	$item_pickaxe_blackmetal	TwoHandedWeapon	1	2	0	true	$item_pickaxe_blackmetal
PickaxeBronze	$item_pickaxe_bronze	TwoHandedWeapon	1	2	0	true	$item_pickaxe_bronze
PickaxeIron	$item_pickaxe_iron	TwoHandedWeapon	1	2	0	true	$item_pickaxe_iron
PickaxeStone	$item_pickaxe_stone	TwoHandedWeapon	1	2	0	true	$item_pickaxe_stone
PineCone	$item_pinecone	Material	100	0.1	0	true	$item_pinecone
PiquantPie	$item_piquantpie	Consumable	10	1	0	true	$item_piquantpie
PiquantPieUncooked	$item_piquantpie_uncooked	Material	10	1	0	true	$item_piquantpie_uncooked
PlayerUnarmed	Unarmed	OneHandedWeapon	1	1	0	true	Unarmed
Pot_Shard_Green	$item_pot_shard_green	Material	50	2	0	true	$item_pot_shard_green
Pot_Shard_Red	$item_pot_shard_red	Material	50	2	0	true	$item_pot_shard_red
PowderedDragonEgg	$item_powdereddragonegg	Material	50	0.5	0	true	$item_powdereddragonegg
ProustitePowder	$item_proustitepowder	Material	50	0.5	0	true	$item_proustitepowder
Pukeberries	$item_pukeberries	Consumable	50	0.1	0	true	$item_pukeberries
PungentPebbles	$item_pungentpebbles	Material	50	0.5	0	true	$item_pungentpebbles
QueenBee	$item_queenbee	Material	20	0.2	0	true	$item_queenbee
QueenDrop	$item_seekerqueen_drop	Material	30	1	0	true	$item_seekerqueen_drop
QueensJam	$item_queensjam	Consumable	10	1	0	true	$item_queensjam
Raspberry	$item_raspberries	Consumable	50	0.1	0	true	$item_raspberries
RawMeat	$item_boar_meat	Material	20	1	0	true	$item_boar_meat
Resin	$item_resin	Material	50	0.3	0	true	$item_resin
RoastedCrustPie	$item_roastedcrustpie	Consumable	10	1	0	true	$item_roastedcrustpie
RoastedCrustPieUncooked	$item_roastedcrustpie_uncooked	Material	10	1	0	true	$item_roastedcrustpie_uncooked
Root	$item_root	Material	50	0.3	0	true	$item_root
RottenMeat	$item_meat_rotten	Consumable	20	0.5	0	true	$item_meat_rotten
RoundLog	$item_roundlog	Material	50	2	0	true	$item_roundlog
RoyalJelly	$item_royaljelly	Consumable	50	0.1	0	true	$item_royaljelly
Ruby	$item_ruby	Material	20	0.1	20	true	$item_ruby
SaddleAsksvin	$item_saddleasksvin	Misc	1	10	0	true	$item_saddleasksvin
SaddleLox	$item_saddlelox	Misc	1	10	0	true	$item_saddlelox
Salad	$item_salad	Consumable	10	1	0	true	$item_salad
Sap	$item_sap	Material	50	0.2	0	true	$item_sap
Sausages	$item_sausages	Consumable	20	0.5	0	true	$item_sausages
ScaleHide	$item_scalehide	Material	50	0.5	0	true	$item_scalehide
ScorchingMedley	$item_scorchingmedley	Consumable	10	1	0	true	$item_scorchingmedley
Scythe	$item_scythe	TwoHandedWeapon	1	2	0	true	$item_scythe
ScytheHandle	$item_scythehandle	Misc	20	2	0	true	$item_scythehandle
seeker_claw_left	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
seeker_claw_right	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
seeker_groundslam	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
seeker_groundslam_flying	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
seeker_land	land	OneHandedWeapon	1	1	0	true	land
seeker_pincers	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
seeker_takeoff	takeoff	OneHandedWeapon	1	1	0	true	takeoff
SeekerAspic	$item_seekeraspic	Consumable	10	1	0	true	$item_seekeraspic
SeekerBrute_bite	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
SeekerBrute_groundslam	slap	OneHandedWeapon	1	1	0	true	slap
SeekerBrute_ram	Dragon claw left	OneHandedWeapon	1	1	0	true	Dragon claw left
SeekerBrute_Taunt	Brute taunt	OneHandedWeapon	1	1	0	true	Brute taunt
SeekerQueen_Bite	slap	OneHandedWeapon	1	1	0	true	slap
SeekerQueen_Call	Brute taunt	OneHandedWeapon	1	1	0	true	Brute taunt
SeekerQueen_PierceAOE	slap	OneHandedWeapon	1	1	0	true	slap
SeekerQueen_Rush	slap	OneHandedWeapon	1	1	0	true	slap
SeekerQueen_Slap	slap	OneHandedWeapon	1	1	0	true	slap
SeekerQueen_Spit	dragon breath	OneHandedWeapon	1	1	0	true	dragon breath
SeekerQueen_Teleport	Brute taunt	OneHandedWeapon	1	1	0	true	Brute taunt
Serpent_attack	Serpent bite	OneHandedWeapon	1	1	0	true	Serpent bite
Serpent_taunt	Serpent Taunt	OneHandedWeapon	1	1	0	true	Serpent Taunt
SerpentMeat	$item_serpentmeat	Material	50	10	0	true	$item_serpentmeat
SerpentMeatCooked	$item_serpentmeatcooked	Consumable	50	10	0	true	$item_serpentmeatcooked
SerpentScale	$item_serpentscale	Material	50	2	0	true	$item_serpentscale
SerpentStew	$item_serpentstew	Consumable	10	1	0	true	$item_serpentstew
SharpeningStone	$item_sharpeningstone	Material	20	6	0	true	$item_sharpeningstone
ShieldBanded	$item_shield_banded	Shield	1	5	0	true	$item_shield_banded
ShieldBlackmetal	$item_shield_blackmetal	Shield	1	5	0	true	$item_shield_blackmetal
ShieldBlackmetalTower	$item_shield_blackmetal_tower	Shield	1	5	0	true	$item_shield_blackmetal_tower
ShieldBoneTower	$item_shield_bonetower	Shield	1	4	0	true	$item_shield_bonetower
ShieldBronzeBuckler	$item_shield_bronzebuckler	Shield	1	3	0	true	$item_shield_bronzebuckler
ShieldCarapace	$item_shield_carapace	Shield	1	5	0	true	$item_shield_carapace
ShieldCarapaceBuckler	$item_shield_carapacebuckler	Shield	1	5	0	true	$item_shield_carapacebuckler
ShieldCore	$item_shieldcore	Material	20	1	0	true	$item_shieldcore
ShieldFlametal	$item_shield_flametal	Shield	1	5	0	true	$item_shield_flametal
ShieldFlametalTower	$item_shield_flametal_tower	Shield	1	5	0	true	$item_shield_flametal_tower
ShieldIronBuckler	$item_shield_ironbuckler	Shield	1	4	0	true	$item_shield_ironbuckler
ShieldIronSquare	$item_shield_iron_square	Shield	1	4	0	true	$item_shield_iron_square
ShieldIronTower	$item_shield_iron_tower	Shield	1	4	0	true	$item_shield_iron_tower
ShieldKnight	$item_shield_knight	Shield	1	4	0	true	$item_shield_knight
ShieldSerpentscale	$item_shield_serpentscale	Shield	1	5	0	true	$item_shield_serpentscale
ShieldSilver	$item_shield_silver	Shield	1	5	0	true	$item_shield_silver
ShieldWood	$item_shield_wood	Shield	1	4	0	true	$item_shield_wood
ShieldWoodTower	$item_shield_woodtower	Shield	1	4	0	true	$item_shield_woodtower
ShocklateSmoothie	$item_shocklatesmoothie	Consumable	10	1	0	true	$item_shocklatesmoothie
Silver	$item_silver	Material	30	14	0	false	$item_silver
SilverNecklace	$item_silvernecklace	Material	20	0.1	30	true	$item_silvernecklace
SilverOre	$item_silverore	Material	30	14	0	false	$item_silverore
SizzlingBerryBroth	$item_sizzlingberrybroth	Consumable	10	1	0	true	$item_sizzlingberrybroth
skeleton_bow	Bow	Bow	1	1	0	true	Bow
skeleton_bow2	Bow	Bow	1	1	0	true	Bow
skeleton_hildir_firenova	Fire Skeleton Sword	OneHandedWeapon	1	1	0	true	Fire Skeleton Sword
skeleton_mace	Dragur axe	OneHandedWeapon	1	1	0	true	Dragur axe
skeleton_sword	Dragur axe	OneHandedWeapon	1	1	0	true	Dragur axe
skeleton_sword_hildir	Fire Skeleton Sword	OneHandedWeapon	1	1	0	true	Fire Skeleton Sword
skeleton_sword2	Dragur axe	OneHandedWeapon	1	1	0	true	Dragur axe
SledgeCheat	Cheat sledge	TwoHandedWeapon	1	4	0	true	Cheat sledge
SledgeDemolisher	$item_sledge_demolisher	TwoHandedWeapon	1	4	0	true	$item_sledge_demolisher
SledgeIron	$item_sledge_iron	TwoHandedWeapon	1	4	0	true	$item_sledge_iron
SledgeStagbreaker	$item_stagbreaker	TwoHandedWeapon	1	4	0	true	$item_stagbreaker
SledgeWood	$item_sledge_wood	TwoHandedWeapon	1	4	0	true	$item_sledge_wood
Softtissue	$item_softtissue	Material	40	1	0	true	$item_softtissue
Sparkler	$item_sparkler	Torch	1	1	0	true	$item_sparkler
SparklingShroomshake	$item_sparklingshroomshake	Consumable	10	1	0	true	$item_sparklingshroomshake
SpearBronze	$item_spear_bronze	OneHandedWeapon	1	1.5	0	true	$item_spear_bronze
SpearCarapace	$item_spear_carapace	OneHandedWeapon	1	1.5	0	true	$item_spear_carapace
SpearChitin	$item_spear_chitin	OneHandedWeapon	1	1.5	0	true	$item_spear_chitin
SpearElderbark	$item_spear_ancientbark	OneHandedWeapon	1	1.5	0	true	$item_spear_ancientbark
SpearFlint	$item_spear_flint	OneHandedWeapon	1	1.5	0	true	$item_spear_flint
SpearSplitner	$item_spear_splitner	OneHandedWeapon	1	1.5	0	true	$item_spear_splitner
SpearSplitner_Blood	$item_spear_splitner_blood	OneHandedWeapon	1	1.5	0	true	$item_spear_splitner_blood
SpearSplitner_Lightning	$item_spear_splitner_lightning	OneHandedWeapon	1	1.5	0	true	$item_spear_splitner_lightning
SpearSplitner_Nature	$item_spear_splitner_nature	OneHandedWeapon	1	1.5	0	true	$item_spear_splitner_nature
SpearWolfFang	$item_spear_wolffang	OneHandedWeapon	1	1.5	0	true	$item_spear_wolffang
SpearWood	$item_spear_wood	OneHandedWeapon	1	1.5	0	true	$item_spear_wood
SpiceAshlands	$item_spiceashlands	Material	100	0.1	0	true	$item_spiceashlands
SpiceForests	$item_spiceforests	Material	100	0.1	0	true	$item_spiceforests
SpiceMistlands	$item_spicemistlands	Material	100	0.1	0	true	$item_spicemistlands
SpiceMountains	$item_spicemountains	Material	100	0.1	0	true	$item_spicemountains
SpiceOceans	$item_spiceoceans	Material	100	0.1	0	true	$item_spiceoceans
SpicePlains	$item_spiceplains	Material	100	0.1	0	true	$item_spiceplains
SpicyMarmalade	$item_spicymarmalade	Consumable	10	1	0	true	$item_spicymarmalade
staff_greenroots_tentaroot_attack	Dragur axe	OneHandedWeapon	1	1	0	true	Dragur axe
StaffClusterbomb	$item_staffclusterbomb	TwoHandedWeapon	1	0.3	0	true	$item_staffclusterbomb
StaffFireball	$item_stafffireball	TwoHandedWeapon	1	0.3	0	true	$item_stafffireball
StaffGreenRoots	$item_staffgreenroots	TwoHandedWeapon	1	0.3	0	true	$item_staffgreenroots
StaffIceShards	$item_stafficeshards	TwoHandedWeapon	1	0.3	0	true	$item_stafficeshards
StaffLightning	$item_staff_lightning	TwoHandedWeapon	1	1.5	0	true	$item_staff_lightning
StaffRedTroll	$item_staffredtroll	TwoHandedWeapon	1	0.3	0	true	$item_staffredtroll
StaffShield	$item_staffshield	TwoHandedWeapon	1	0.3	0	true	$item_staffshield
StaffSkeleton	$item_staffskeleton	TwoHandedWeaponLeft	1	0.3	0	true	$item_staffskeleton
StaminaUpgrade_Greydwarf	Stamina Greydwarf	Consumable	1	1	0	true	Stamina Greydwarf
StaminaUpgrade_Troll	Stamina Troll	Consumable	1	1	0	true	Stamina Troll
StaminaUpgrade_Wraith	Stamina Wraith	Consumable	1	1	0	true	Stamina Wraith
Stone	$item_stone	Material	50	2	0	true	$item_stone
stonegolem_attack_doublesmash	slap	OneHandedWeapon	1	1	0	true	slap
stonegolem_attack_sonicboom_NOTUSED	slap	OneHandedWeapon	1	1	0	true	slap
stonegolem_attack1_spike	Spike attack	OneHandedWeapon	1	1	0	true	Spike attack
stonegolem_attack2_left_groundslam	One hand ground slam	OneHandedWeapon	1	1	0	true	One hand ground slam
stonegolem_attack3_spikesweep	Spike sweep	OneHandedWeapon	1	1	0	true	Spike sweep
StoneGolem_clubs		Chest	1	1	0	true	
StoneGolem_hat		Helmet	1	1	0	true	
StoneGolem_spikes		Chest	1	1	0	true	
StoneRock	$item_stonerock	Material	50	2	0	true	$item_stonerock
SulfurStone	$item_sulfurstone	Material	50	2	0	true	$item_sulfurstone
SurtlingCore	$item_surtlingcore	Material	10	5	0	true	$item_surtlingcore
SwordBlackmetal	$item_sword_blackmetal	OneHandedWeapon	1	0.8	0	true	$item_sword_blackmetal
SwordBronze	$item_sword_bronze	OneHandedWeapon	1	0.8	0	true	$item_sword_bronze
SwordCheat	Cheat sword	OneHandedWeapon	1	2	0	true	Cheat sword
SwordDyrnwyn	$item_sword_dyrnwyn	OneHandedWeapon	1	0.8	0	true	$item_sword_dyrnwyn
SwordIron	$item_sword_iron	OneHandedWeapon	1	0.8	0	true	$item_sword_iron
SwordIronFire	$item_sword_fire	OneHandedWeapon	1	1	0	true	$item_sword_fire
SwordMistwalker	$item_sword_mistwalker	OneHandedWeapon	1	0.8	0	true	$item_sword_mistwalker
SwordNiedhogg	$item_sword_niedhogg	OneHandedWeapon	1	0.8	0	true	$item_sword_niedhogg
SwordNiedhoggBlood	$item_sword_niedhogg_blood	OneHandedWeapon	1	0.8	0	true	$item_sword_niedhogg_blood
SwordNiedhoggLightning	$item_sword_niedhogg_lightning	OneHandedWeapon	1	0.8	0	true	$item_sword_niedhogg_lightning
SwordNiedhoggNature	$item_sword_niedhogg_nature	OneHandedWeapon	1	0.8	0	true	$item_sword_niedhogg_nature
SwordSilver	$item_sword_silver	OneHandedWeapon	1	1	0	true	$item_sword_silver
SwordWood	$item_sword_wood	OneHandedWeapon	1	0.8	0	true	$item_sword_wood
Tankard	$item_tankard	OneHandedWeapon	1	1	0	true	$item_tankard
Tankard_dvergr	$item_dvergrtankard	OneHandedWeapon	1	1	0	true	$item_dvergrtankard
TankardAnniversary	$item_tankard_anniversary	OneHandedWeapon	1	1	0	true	$item_tankard_anniversary
TankardOdin	$item_tankard_odin	OneHandedWeapon	1	1	0	true	$item_tankard_odin
Tar	$item_tar	Material	50	2	0	true	$item_tar
tentaroot_attack	Dragur axe	OneHandedWeapon	1	1	0	true	Dragur axe
Thistle	$item_thistle	Material	50	0.1	0	true	$item_thistle
THSwordKrom	$item_sword_krom	TwoHandedWeapon	1	4	0	true	$item_sword_krom
THSwordSlayer	$item_sword_slayer	TwoHandedWeapon	1	4	0	true	$item_sword_slayer
THSwordSlayerBlood	$item_sword_slayer_blood	TwoHandedWeapon	1	4	0	true	$item_sword_slayer_blood
THSwordSlayerLightning	$item_sword_slayer_lightning	TwoHandedWeapon	1	4	0	true	$item_sword_slayer_lightning
THSwordSlayerNature	$item_sword_slayer_nature	TwoHandedWeapon	1	4	0	true	$item_sword_slayer_nature
THSwordWood	$item_sword_wood_2h	TwoHandedWeapon	1	4	0	true	$item_sword_wood_2h
Thunderstone	$item_thunderstone	Material	20	10	0	true	$item_thunderstone
tick_attack	boar attack1	OneHandedWeapon	1	1	0	true	boar attack1
tick_attack_attach	boar attack1	OneHandedWeapon	1	1	0	true	boar attack1
Tin	$item_tin	Material	30	8	0	false	$item_tin
TinOre	$item_tinore	Material	30	8	0	false	$item_tinore
Torch	$item_torch	Torch	1	1	0	true	$item_torch
TorchMist	$item_torchmist	Torch	1	1	0	true	$item_torchmist
TrainingDummy_attack	dummy attack	OneHandedWeapon	1	1	0	true	dummy attack
TrainingDummy_attack2	dummy attack	OneHandedWeapon	1	1	0	true	dummy attack
TrainingDummy_attack3	dummy attack	OneHandedWeapon	1	1	0	true	dummy attack
TrainingDummy_throw	dummy throw stone	OneHandedWeapon	1	1	0	true	dummy throw stone
TrinketBlackDamageHealth	$item_trinketblackdamagedealth	Trinket	1	2	0	true	$item_trinketblackdamagedealth
TrinketBlackStamina	$item_trinketblackdtamina	Trinket	1	2	0	true	$item_trinketblackdtamina
TrinketBronzeHealth	$item_trinketbronzehealth	Trinket	1	2	0	true	$item_trinketbronzehealth
TrinketBronzeStamina	$item_trinketbronzestamina	Trinket	1	2	0	true	$item_trinketbronzestamina
TrinketCarapaceEitr	$item_trinketcarapaceeitr	Trinket	1	2	0	true	$item_trinketcarapaceeitr
TrinketChitinSwim	$item_trinketchitinswim	Trinket	1	2	0	true	$item_trinketchitinswim
TrinketFlametalEitr	$item_trinketflametaleitr	Trinket	1	2	0	true	$item_trinketflametaleitr
TrinketFlametalStaminaHealth	$item_trinketflametalstaminahealth	Trinket	1	2	0	true	$item_trinketflametalstaminahealth
TrinketIronHealth	$item_trinketironhealth	Trinket	1	2	0	true	$item_trinketironhealth
TrinketIronStamina	$item_trinketironstamina	Trinket	1	2	0	true	$item_trinketironstamina
TrinketScaleStaminaDamage	$item_trinketscalestaminadamage	Trinket	1	2	0	true	$item_trinketscalestaminadamage
TrinketSilverDamage	$item_trinketsilverdamage	Trinket	1	2	0	true	$item_trinketsilverdamage
TrinketSilverResist	$item_trinketsilverresist	Trinket	1	2	0	true	$item_trinketsilverresist
troll_groundslam	slap	OneHandedWeapon	1	1	0	true	slap
troll_log_swing_h	LOG	OneHandedWeapon	1	1	0	true	LOG
troll_log_swing_v	LOG	OneHandedWeapon	1	1	0	true	LOG
troll_punch	slap	OneHandedWeapon	1	1	0	true	slap
troll_summoned_groundslam	slap	OneHandedWeapon	1	1	0	true	slap
troll_summoned_log_swing_h	LOG	OneHandedWeapon	1	1	0	true	LOG
troll_summoned_log_swing_v	LOG	OneHandedWeapon	1	1	0	true	LOG
troll_summoned_punch	slap	OneHandedWeapon	1	1	0	true	slap
troll_summoned_throw	fireballattack	OneHandedWeapon	1	1	0	true	fireballattack
troll_throw	fireballattack	OneHandedWeapon	1	1	0	true	fireballattack
TrollHide	$item_trollhide	Material	20	2	0	true	$item_trollhide
TrophyAbomination	$item_trophy_abomination	Trophy	20	4	0	true	$item_trophy_abomination
TrophyAsksvin	$item_trophy_asksvin	Trophy	20	2	0	true	$item_trophy_asksvin
TrophyBjorn	$item_trophy_bjorn	Trophy	20	2	0	true	$item_trophy_bjorn
TrophyBjornUndead	$item_trophy_bjorn_undead	Trophy	20	2	0	true	$item_trophy_bjorn_undead
TrophyBlob	$item_trophy_blob	Trophy	20	1	0	true	$item_trophy_blob
TrophyBoar	$item_trophy_boar	Trophy	20	2	0	true	$item_trophy_boar
TrophyBonemass	$item_trophy_bonemass	Trophy	20	2	0	true	$item_trophy_bonemass
TrophyBonemawSerpent	$item_trophy_bonemaw	Trophy	20	25	0	true	$item_trophy_bonemaw
TrophyCharredArcher	$item_trophy_charredarcher	Trophy	20	0.5	0	true	$item_trophy_charredarcher
TrophyCharredMage	$item_trophy_charredmage	Trophy	20	0.5	0	true	$item_trophy_charredmage
TrophyCharredMelee	$item_trophy_charredmelee	Trophy	20	0.5	0	true	$item_trophy_charredmelee
TrophyCultist	$item_trophy_cultist	Trophy	20	3	0	true	$item_trophy_cultist
TrophyCultist_Hildir	$item_trophy_cultist_hildir	Trophy	20	3	0	true	$item_trophy_cultist_hildir
TrophyDeathsquito	$item_trophy_deathsquito	Trophy	20	0.5	0	true	$item_trophy_deathsquito
TrophyDeer	$item_trophy_deer	Trophy	20	2	0	true	$item_trophy_deer
TrophyDragonQueen	$item_trophy_dragonqueen	Trophy	20	2	0	true	$item_trophy_dragonqueen
TrophyDraugr	$item_trophy_draugr	Trophy	20	1	0	true	$item_trophy_draugr
TrophyDraugrElite	$item_trophy_draugrelite	Trophy	20	1	0	true	$item_trophy_draugrelite
TrophyDraugrFem	$item_trophy_draugr	Trophy	20	1	0	true	$item_trophy_draugr
TrophyDvergr	$item_trophy_dvergr	Trophy	20	2	0	true	$item_trophy_dvergr
TrophyEikthyr	$item_trophy_eikthyr	Trophy	20	2	0	true	$item_trophy_eikthyr
TrophyFader	$item_trophy_fader	Trophy	20	2	0	true	$item_trophy_fader
TrophyFallenValkyrie	$item_trophy_fallenvalkyrie	Trophy	20	0.5	0	true	$item_trophy_fallenvalkyrie
