prefab	name	family	player_item	tier	biome	source	station	station_level	ingredients	ingredient_types	ingredient_units	drop_rate	boss_gated	limited	trader_price	rarity	complexity	anchor	proposed_value	confidence	wiki_page	exclude_reason	note
FeastMistlands	Mistlands gourmet platter	consumable	true	6	Mistlands	craft	Food preparation table	1	Cooked bug meat x2, Magecap x10, Royal jelly x2	3	14	na	false	false	0	2	5		110	medium	Mistlands Gourmet Platter		Feast; Mistlands-tier ingredients
MushroomSmokePuff	Smoke Puff	consumable	true	7	Ashlands	gather		0		0	0	na	false	false	0	2	1		75	high	Smoke Puff		Ashlands raw gather
Vineberry	Vineberry Cluster	consumable	true	7	Ashlands	gather		0		0	0	na	false	false	0	2	1		75	high	Vineberry Cluster		Ashlands raw gather/farm
MushroomMagecap	Magecap	consumable	true	7	Ashlands	gather		0		0	0	na	false	false	0	3	1		80	high	Magecap		Ashlands raw gather
CookedAsksvinMeat	Cooked asksvin meat	consumable	true	7	Ashlands	cook	Iron cooking station	1	Asksvin tail x1	1	1	na	false	false	0	2	2		65	high	Asksvin Meat		Cooked Ashlands-tier meat
SizzlingBerryBroth	Sizzling Berry Broth	consumable	true	7	Ashlands	craft	Cauldron	5	Sap x3; Fiddlehead x2; Vineberry cluster x2	3	5	na	false	false	0	2	3		95	high	Sizzling Berry Broth		Ashlands cauldron level 5 craft
SparklingShroomshake	Sparkling Shroomshake	consumable	true	7	Ashlands	craft	Cauldron	6	Sap x4; Vineberry cluster x2; Smoke puff x2; Magecap x2	3	3	na	false	false	0	2	3		105	high	Sparkling Shroomshake		Ashlands cauldron level 5 craft
SpicyMarmalade	Spicy Marmalade	consumable	true	7	Ashlands	craft	Cauldron	5	Vineberry cluster x3; Honey x1; Fiddlehead x1	3	5	na	false	false	0	2	3		100	high	Spicy Marmalade		Ashlands cauldron level 5 craft
PiquantPie	Piquant Pie	consumable	true	7	Ashlands	craft	Cauldron	5	Uncooked piquant pie x1	3	8	na	false	false	0	2	4		105	high	Piquant Pie		Ashlands cauldron level 5 craft
RoastedCrustPie	Roasted Crust Pie	consumable	true	7	Ashlands	craft	Stone Oven	1	Uncooked roasted crust pie x1	2	7	na	false	false	0	2	4		110	high	Roasted Crust Pie		Ashlands stone oven craft
ScorchingMedley	Scorching Medley	consumable	true	7	Ashlands	craft	Cauldron	5	Scorched core x3; Honey x1; Fiddlehead x1	3	5	na	false	false	0	2	4		115	high	Scorching Medley		Ashlands cauldron level 5 craft
FeastAshlands	Ashlands gourmet bowl	consumable	true	7	Ashlands	craft	Food preparation table	1	Cooked asksvin tail x3, Vineberry cluster x5, Scorching medley x2, Fiery spice powder x1	4	11	na	false	false	0	2	5		120	high	Ashlands Gourmet Bowl		Feast; complex ingredient chain
CookedBoneMawSerpentMeat	Cooked bone maw serpent meat	consumable	true	8	Deep North	cook	Cooking station	1	Bone maw serpent meat x1	1	1	na	false	false	0	3	2		85	medium	Bone Maw Serpent		Deep North-tier; uncommon drop
StaminaUpgrade_Greydwarf	Stamina Upgrade Greydwarf	consumable	false	0	anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Dev/unused item not in wiki	Dev/unused item - not available to players
StaminaUpgrade_Troll	Stamina Upgrade Troll	consumable	false	0	anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Dev/unused item not in wiki	Dev/unused item - not available to players
StaminaUpgrade_Wraith	Stamina Upgrade Wraith	consumable	false	0	anywhere	dev		0		0	0	na	false	false	0	1	1		0	high	none	Dev/unused item not in wiki	Dev/unused item - not available to players
MushroomBlue	Blueberry	consumable	false	1	Black Forest	gather		0		0	0	na	false	false	0	1	1		12	high	Blueberry		Black Forest raw gather
HealthUpgrade_GDKing	Elder heart	consumable	false	2	Black Forest	dev		0		0	0	na	false	false	0	0	0		0	high	none	dev/cheat/unused item (HealthUpgrade_* prefix)	Excluded: dev/test item
HealthUpgrade_Bonemass	Bonemass heart	consumable	false	3	Swamp	dev		0		0	0	na	false	false	0	0	0		0	high	none	dev/cheat/unused item (HealthUpgrade_* prefix)	Excluded: dev/test item
KnifeFlint	Flint Knife	weapons	true	0	Meadows	craft	Workbench	1	Wood x2, Flint x4, Leather scraps x2	2	5	na	false	false	0	2	2		20	medium	Knife		Starter knife
KnifeWood	Wood Knife	weapons	true	0	Meadows	find		0		1	10	na	false	false	0	2	2		15	medium	Knife		Simplest knife
MaceWood	Wood Mace	weapons	true	0	Meadows	craft	Workbench	1	Wood x20	1	20	na	false	false	0	2	2		20	medium	Mace		Simplest mace
ShieldWood	Wood Shield	weapons	true	0	Meadows	craft	Workbench	1	Wood x20	1	20	na	false	false	0	2	2		20	medium	Shield		Simplest shield
ShieldWoodTower	Wood Tower Shield	weapons	true	0	Meadows	craft	Workbench	1	Wood x30	1	30	na	false	false	0	2	2		25	medium	Shield		Simplest tower shield
SpearFlint	Flint Spear	weapons	true	1	Meadows	craft	Workbench	1	Wood x5, Flint x10, Leather scraps x2, Wood x3, Flint x5, Leather scraps x1, Wood x6, Flint x10, Leather scraps x2, Wood x9, Flint x15, Leather scraps x3	12	71	na	false	false	0	1	2		15	high	Flint Spear		Workbench, flint and wood only
Tankard	Tankard	weapons	true	1	Meadows	craft	Workbench	1	Finewood x5, Resin x2	2	7	na	false	false	0	1	2		10	high	Tankard		Workbench, mead tool
AxeFlint	Flint axe	weapons	true	1	Meadows	craft	Workbench	1	Wood x4, Flint x6	2	10	na	false	false	0	2	2		35	high	Flint axe		Early game axe; tier 1 Workbench.
AxeStone	Stone axe	weapons	true	1	Meadows	craft		0	Wood x5, Stone x4	2	9	na	false	false	0	2	2		30	high	Stone axe		First axe; player crafting menu.
Bow	Crude bow	weapons	true	1	Meadows	craft	Workbench	1	Wood x10, Leather scraps x8	2	18	na	false	false	0	2	2		40	high	Crude bow		First bow; tier 1 Workbench.
Club	Club	weapons	true	1	Meadows	craft		0	Wood x10, Stone x5	2	15	na	false	false	0	2	2		30	high	Club		First weapon; player crafting menu.
FistBjornClaw	Bjorn Claw	weapons	true	1	Plains	craft		0		0	0	uncommon	false	false	0	3	1		120	medium	Transformation		Transformative equipment
SledgeStagbreaker	Stagbreaker	weapons	true	1	Meadows	craft	Workbench	2	Corewood x20, Deer trophy x5, Leather scraps x2	3	27	na	false	false	0	2	2		25	high	Stagbreaker		Workbench tier 2, Meadows tier
FishingRod	Fishing Rod	weapons	true	1	Meadows	trade		0		3	12	na	false	false	0	2	3		50	medium	Fishing Rod		3-ingredient craft
KnifeButcher	Butcher Knife	weapons	true	1	Meadows	craft	Workbench	2	Bronze x3, Wood x4	2	7	na	false	false	0	2	3		40	medium	Knife		Cooking knife
KnifeCopper	Copper Knife	weapons	true	1	Meadows	craft	Forge	1	Wood x2, Copper x8	3	6	na	false	false	0	2	3		25	medium	Knife		Early-game knife
PickaxeAntler	Antler Pickaxe	weapons	true	1	Meadows	craft	Workbench	1	Hard Antler x10, Wood x3, Bone Fragments x2	3	15	na	false	false	0	2	3		35	medium	Pickaxe		Early mining tool
BombSmoke	Smoke bomb	weapons	true	2	Black Forest	craft	Workbench	1	Thistle x10, Resin x5	2	15	na	false	false	0	2	2		40	high	Smoke bomb		Black Forest bomb; stack 50.
BowFineWood	Fine wood bow	weapons	true	2	Black Forest	craft	Workbench	1	Fine wood x10, Leather scraps x12, Deer hide x2	3	24	na	false	false	0	2	2		55	high	Fine wood bow		Black Forest bow; tier 2.
MaceEldner	Eldner Mace	weapons	true	2	Black Forest	craft	Black forge	3		0	0	rare	true	false	0	3	1		80	medium	Mace		Elder boss drop
SpearBronze	Bronze Spear	weapons	true	2	Black Forest	craft	Forge	1	Wood x5, Bronze x6, Deer hide x2, Wood x3, Bronze x4, Deer hide x1, Wood x6, Bronze x8, Deer hide x2, Wood x9, Bronze x12, Deer hide x3	12	61	na	false	false	0	2	2		20	high	Bronze Spear		Forge tier 1, Bronze materials
SwordBronze	Bronze Sword	weapons	true	2	Black Forest	craft	Forge	1	Wood x2, Bronze x8, Leather scraps x2, Wood x1, Bronze x4, Leather scraps x1, Wood x2, Bronze x8, Leather scraps x2, Wood x3, Bronze x12, Leather scraps x3	12	48	na	false	false	0	2	2		20	high	Bronze Sword		Forge tier 1, bronze weapon
AtgeirBronze	Bronze atgeir	weapons	true	2	Black Forest	craft	Forge	1	Wood x10, Bronze x8, Leather scraps x2	3	20	na	false	false	0	2	3		65	high	Bronze atgeir		First polearm; Forge level 1.
AxeBronze	Bronze axe	weapons	true	2	Black Forest	craft	Forge	1	Wood x4, Bronze x8, Leather scraps x2	3	14	na	false	false	0	2	3		60	high	Bronze axe		First Forge-crafted axe; Bronze tier.
BowHuntsman	Huntsman bow	weapons	true	2	Black Forest	craft	Forge	1	Fine wood x10, Bronze x10, Leather scraps x8	3	28	na	false	false	0	2	3		70	high	Huntsman bow		Bronze-tier bow from Forge.
MaceBronze	Bronze Mace	weapons	true	2	Black Forest	craft	Forge	1	Bronze x10, Wood x4	2	14	na	false	false	0	2	3		45	medium	Mace		Bronze blunt
PickaxeBronze	Bronze Pickaxe	weapons	true	2	Black Forest	craft	Workbench	2	Bronze x10, Wood x3	2	13	na	false	false	0	2	3		50	medium	Pickaxe		Bronze-tier mining
ShieldBronzeBuckler	Bronze Buckler	weapons	true	2	Black Forest	craft	Workbench	2	Bronze x5, Wood x8	2	13	na	false	false	0	2	3		35	medium	Shield		Bronze buckler
MaceEldnerBlood	Eldner Mace (Blood)	weapons	true	2	Black Forest	craft	Black forge	4	Flametal mace x1, Flametal x8, Bloodstone x1	2	4	na	false	false	0	3	3		120	medium	Mace		Eldner variant craft
MaceEldnerLightning	Eldner Mace (Lightning)	weapons	true	2	Black Forest	craft	Black forge	4	Flametal mace x1, Flametal x8, Iolite x1	2	4	na	false	false	0	3	3		120	medium	Mace		Eldner variant craft
MaceEldnerNature	Eldner Mace (Nature)	weapons	true	2	Black Forest	craft	Black forge	4	Flametal mace x1, Flametal x8, Jade x1	2	4	na	false	false	0	3	3		120	medium	Mace		Eldner variant craft
BombOoze	Ooze bomb	weapons	true	3	Swamp	craft	Workbench	1	Ooze x1, Resin x3, Neck tail x1	3	5	na	false	false	0	2	2		35	high	Ooze bomb		Swamp bomb; stack 50.
SpearChitin	Abyssal Harpoon	weapons	true	3	Swamp	craft	Workbench	2	Finewood x8, Chitin x30, Leather scraps x3	3	41	na	false	false	0	2	2		30	high	Abyssal Harpoon		Early weapon, swamp materials
SpearElderbark	Ancient Bark Spear	weapons	true	3	Swamp	craft	Forge	3	Troll hide x4, Iron x10, Ancient bark x10, Troll hide x1, Iron x5, Ancient bark x5, Troll hide x2, Iron x10, Ancient bark x10, Troll hide x3, Iron x15, Ancient bark x15	12	90	na	false	false	0	2	2		35	high	Ancient Bark Spear		Swamp tier, elder bark materials
AtgeirIron	Iron atgeir	weapons	true	3	Swamp	craft	Forge	2	Wood x10, Iron x30, Leather scraps x2	3	26	na	false	false	0	2	3		85	high	Iron atgeir		Swamp-tier polearm; Forge level 2.
AxeIron	Iron axe	weapons	true	3	Swamp	craft	Forge	2	Wood x4, Iron x20, Leather scraps x2	3	26	na	false	false	0	2	3		85	high	Iron axe		Swamp-tier axe; Forge level 2.
Battleaxe	Battleaxe	weapons	true	3	Swamp	craft	Forge	2	Wood x4, Iron x30, Leather scraps x4	3	38	na	false	false	0	2	3		95	high	Battleaxe		Two-handed Swamp-tier weapon.
MaceIron	Iron Mace	weapons	true	3	Swamp	craft	Workbench	3	Iron x20, Wood x4	2	24	na	false	false	0	2	3		65	medium	Mace		Iron blunt
PickaxeIron	Iron Pickaxe	weapons	true	3	Swamp	craft	Workbench	3	Iron x15, Wood x3	2	18	na	false	false	0	2	3		80	medium	Pickaxe		Swamp-tier mining
ShieldBoneTower	Bone Tower Shield	weapons	true	3	Swamp	craft	Workbench	3	Bone Fragments x30, Wood x15	2	45	na	false	false	0	2	3		85	medium	Shield		Swamp tower shield
ShieldIronBuckler	Iron Buckler	weapons	true	3	Swamp	craft	Workbench	3	Iron x8, Wood x8	2	16	na	false	false	0	2	3		50	medium	Shield		Swamp buckler
ShieldIronSquare	Iron Square Shield	weapons	true	3	Swamp	craft	Workbench	3	Iron x20, Wood x8	2	28	na	false	false	0	2	3		65	medium	Shield		Swamp square shield
ShieldIronTower	Iron Tower Shield	weapons	true	3	Swamp	craft	Workbench	3	Iron x30, Wood x10	2	40	na	false	false	0	2	3		80	medium	Shield		Swamp tower shield
ShieldKnight	Knight Shield	weapons	true	3	Swamp	craft	Workbench	3	Iron x40, Wood x10	2	50	na	false	false	0	2	3		90	medium	Shield		Swamp kite shield
ShieldSerpentscale	Serpent Scale Shield	weapons	true	3	Ocean	craft	Workbench	2	Serpent Scale x40, Wood x10	2	50	na	false	false	0	2	3		100	medium	Shield		Ocean-biome shield
SwordIron	Iron Sword	weapons	true	3	Swamp	craft	Forge	2	Wood x2, Iron x20, Leather scraps x3, Wood x1, Iron x10, Leather scraps x2, Wood x2, Iron x20, Leather scraps x4, Wood x3, Iron x30, Leather scraps x6	12	103	na	false	false	0	2	3		40	high	Iron Sword		Forge tier 2, swamp tier
TankardAnniversary	Horn of Celebration	weapons	true	3	Swamp	craft	Workbench	1		0	0	na	false	false	0	3	2		30	high	Horn of Celebration		Anniversary item, Workbench craft
SledgeIron	Iron Sledge	weapons	true	3	Swamp	craft	Forge	2	Ancient bark x10, Iron x30, Ymir flesh x4, Draugr Elite trophy x1	4	45	na	false	false	0	2	4		80	high	Iron Sledge		Forge tier 2, Swamp tier
BowDraugrFang	Draugr Fang	weapons	true	3	Swamp	craft	Forge	2	Ancient bark x10, Silver x20, Deer hide x2, Guck x10	3	42	na	false	false	0	3	3		90	high	Draugr Fang		Swamp-tier bow with poison effect.
CrossbowArbalest	Arbalest	weapons	true	3	Mountains	craft	Black forge	1	Wood x10, Iron x8, Root x4	3	35	na	false	false	0	3	4		120	medium	Arbalest		Mountains crossbow.
FistFenrirClaw	Fenrir Claw	weapons	true	4	Plains	craft	Forge	0		0	0	uncommon	false	false	0	3	1		120	medium	Transformation		Transformative equipment
KnifeSilver	Silver Knife	weapons	true	4	Mountains	craft	Workbench	3	Wood x4, Silver x1, Bone Fragments x2	3	7	na	false	false	0	2	3		80	medium	Knife		Mountains-tier
SpearWolfFang	Fang Spear	weapons	true	4	Mountains	craft	Forge	3	Ancient bark x10, Wolf fang x4, Leather scraps x2, Silver x2, Ancient bark x5, Wolf fang x2, Leather scraps x1, Silver x1, Ancient bark x10, Wolf fang x4, Leather scraps x2, Silver x2, Ancient bark x15, Wolf fang x6, Leather scraps x3, Silver x3	16	72	na	false	false	0	2	3		60	high	Fang Spear		Mountains tier, wolf fang materials
SwordSilver	Silver Sword	weapons	true	4	Mountains	craft	Forge	3	Wood x2, Silver x40, Leather scraps x3, Iron x5	4	50	na	false	false	0	2	3		65	high	Silver Sword		Forge tier 3, Mountains tier
MaceSilver	Silver Mace	weapons	true	4	Mountains	craft	Workbench	3	Silver x20, Wood x4	2	24	na	false	false	0	2	4		120	medium	Mace		Mountains-tier
ShieldBanded	Banded Shield	weapons	true	4	Mountains	craft	Workbench	3	Iron x40, Silver x10, Wood x10	3	60	na	false	false	0	2	4		160	medium	Shield		Mountains-tier
ShieldSilver	Silver Shield	weapons	true	4	Mountains	craft	Workbench	3	Silver x40, Wood x10	2	50	na	false	false	0	2	4		150	medium	Shield		Mountains-tier shield
AxeJotunBane	Jotun Bane	weapons	true	4	Mountains	craft	Black forge	1	Silver x20, Frost gland x10, Linen thread x5	3	35	na	true	false	0	3	4		120	medium	Jotun Bane		Mountains weapon; Black forge level 1 tier.
BattleaxeCrystal	Crystal battleaxe	weapons	true	4	Mountains	craft	Forge	3	Ancient bark x40, Silver x30, Crystal x10	3	45	na	true	false	0	3	4		130	medium	Crystal battleaxe		Mountains weapon with crystal crafting.
BattleaxeSkullSplittur	Skull Splitter	weapons	true	4	Mountains	craft	Black forge	1	Silver x20, Flametal x10, Yggdrasil wood x5	3	35	na	true	false	0	3	4		140	medium	Skull Splitter		Mountains Black forge tier weapon.
BowSpineSnap	Spinesnap	weapons	true	4	Mountains	craft	Black forge	1	Finewood x10, Bone fragments x40, Refined eitr x10	3	25	na	true	false	0	3	4		110	medium	Spinesnap		Mountains Black forge bow.
FistBjornUndeadClaw	Undead Bjorn Claw	weapons	true	5	Ashlands	craft	Forge	0		0	0	uncommon	false	false	0	3	1		150	medium	Transformation		Transformative equipment
KnifeBlackMetal	Black Metal Knife	weapons	true	5	Plains	craft	Workbench	3	Wood x4, Black Metal x1, Bone Fragments x2	3	7	na	false	false	0	2	3		75	medium	Knife		Plains-tier
PickaxeBlackMetal	Black Metal Pickaxe	weapons	true	5	Plains	craft	Workbench	3	Black Metal x20, Wood x3	2	23	na	false	false	0	2	3		120	medium	Pickaxe		High-tier mining
ShieldBlackmetal	Black Metal Shield	weapons	true	5	Plains	craft	Workbench	3	Black Metal x40, Wood x10	2	50	na	false	false	0	2	3		140	medium	Shield		Plains-tier
ShieldBlackmetalTower	Black Metal Tower Shield	weapons	true	5	Plains	craft	Workbench	3	Black Metal x50, Wood x15	2	65	na	false	false	0	2	3		170	medium	Shield		Plains tower shield
AtgeirBlackmetal	Black metal atgeir	weapons	true	5	Plains	craft	Forge	4	Finewood x10, Black metal x30, Linen thread x5	3	31	na	false	false	0	2	4		150	high	Black metal atgeir		High-tier crafted polearm; Plains-tier Forge 4 station.
AxeBlackMetal	Black metal axe	weapons	true	5	Plains	craft	Forge	4	Finewood x6, Black metal x20, Linen thread x5	3	31	na	false	false	0	2	4		150	high	Black metal axe		High-tier axe; Plains Forge level 4.
BattleaxeBlackmetal	Black metal battleaxe	weapons	true	5	Plains	craft	Forge	4	Finewood x10, Black metal x30, Linen thread x5	3	48	na	false	false	0	2	4		180	high	Black metal battleaxe		High-tier two-hander; Forge level 4.
Scythe	Scythe	weapons	true	5	Plains	craft	Forge	2	Scythe handle x1, Silver x6	3	45	na	false	false	0	2	4		150	medium	Scythe		Harvesting tool
SwordBlackmetal	Black Metal Sword	weapons	true	5	Plains	craft	Forge	4	Finewood x2, Black metal x20, Linen thread x5	3	27	na	false	false	0	2	4		90	high	Black Metal Sword		Forge tier 4, Plains tier
Tankard_dvergr	Dvergr Tankard	weapons	true	6	Mistlands			0		0	0	na	false	false	0	3	1		25	high	Dvergr Tankard		Found in Mistlands structures, uncommon
KnifeChitin	Chitin Knife	weapons	true	6	Mistlands	craft	Workbench	4	Wood x4, Chitin x1, Bone Fragments x2	3	7	na	false	false	0	2	3		90	medium	Knife		Mistlands-tier
ShieldCarapace	Carapace Shield	weapons	true	6	Mistlands	craft	Workbench	4	Carapace x40, Bone Fragments x20	2	60	na	false	false	0	2	3		140	medium	Shield		Mistlands-tier
ShieldCarapaceBuckler	Carapace Buckler	weapons	true	6	Mistlands	craft	Workbench	4	Carapace x20, Bone Fragments x10	2	30	na	false	false	0	2	3		100	medium	Shield		Mistlands buckler
SpearCarapace	Carapace Spear	weapons	true	6	Mistlands	craft	Black forge	1	Yggdrasil wood x10, Carapace x4, Mandible x2	3	16	na	false	false	0	2	3		110	high	Carapace Spear		Black forge, Carapace materials
BombBile	Bile bomb	weapons	true	6	Mistlands	craft	Workbench	1	Sap x1, Bilebag x1, Resin x3	3	5	na	false	false	0	3	2		45	high	Bile bomb		Mistlands bomb; stack 50.
MaceNeedle	Needle Mace	weapons	true	6	Mistlands	craft	Workbench	4	Bone Fragments x30, Needle x10	2	40	na	false	false	0	2	4		100	medium	Mace		Mistlands-tier
SledgeDemolisher	Demolisher	weapons	true	6	Mistlands	craft	Black forge	1	Yggdrasil wood x10, Iron x20, Refined eitr x10	3	40	na	false	false	0	2	4		140	high	Demolisher		Black forge crafted, Mistlands tier
THSwordKrom	Krom	weapons	true	6	Swamp	craft	Black forge	1	Iron x30, Bronze x20, Scale hide x5	3	55	na	false	false	0	2	4		75	high	Krom		Black forge, but early 2H sword
AtgeirHimminAfl	Himminafyl	weapons	true	6	Mountains	craft	Black forge	1	Yggdrasil wood x10, Refined eitr x15, Silver x5, Mandible x2	3	21	na	false	false	0	3	4		120	medium	Himminafyl		Unique polearm; needs both Mountains and Mistlands materials.
StaffClusterbomb	Staff of Fracturing	weapons	true	6	Mistlands	craft	Galdr table	2	Charred bone x15, Ashwood x5, Proustite powder x8	3	28	na	false	false	0	3	4		130	high	Staff of Fracturing		Galdr table, Mistlands materials
StaffFireball	Staff of Embers	weapons	true	6	Mistlands	craft	Galdr table	1	Yggdrasil wood x20, Surtling core x4, Refined eitr x16	3	40	na	false	false	0	3	4		130	high	Staff of Embers		Galdr table, Mistlands magic
StaffGreenRoots	Staff of the Wild	weapons	true	6	Mistlands	craft	Galdr table	2	Ashwood x15, Fiddlehead x10, Celestial feather x3, Jade x1	4	29	na	false	false	0	3	4		130	high	Staff of the Wild		Galdr table, Mistlands magic
StaffIceShards	Staff of Frost	weapons	true	6	Mistlands	craft	Galdr table	1	Yggdrasil wood x20, Freeze gland x4, Refined eitr x16	3	40	na	false	false	0	3	4		130	high	Staff of Frost		Galdr table, Mistlands magic
StaffShield	Staff of Protection	weapons	true	6	Mistlands	craft	Galdr table	1	Yggdrasil wood x20, Blood clot x4, Refined eitr x16	3	40	na	false	false	0	3	4		140	high	Staff of Protection		Galdr table, blood magic
SwordMistwalker	Mistwalker	weapons	true	6	Mistlands	craft	Black forge	1	Finewood x3, Iron x15, Refined eitr x10, Wisp x3	4	31	na	false	false	0	3	5		160	high	Mistwalker		Black forge, Mistlands magic
ShieldFlametal	Flametal Shield	weapons	true	7	Ashlands	craft	Workbench	4	Flametal x40, Bone Fragments x20	2	60	na	false	false	0	2	3		200	medium	Shield		Ashlands-tier
ShieldFlametalTower	Flametal Tower Shield	weapons	true	7	Ashlands	craft	Workbench	4	Flametal x50, Bone Fragments x30	2	80	na	false	false	0	2	3		240	medium	Shield		Ashlands tower
BombLava	Lava bomb	weapons	true	7	Ashlands	craft	Workbench	1	Sap x1, Lava gland x1, Resin x3	3	5	na	false	false	0	3	2		50	high	Lava bomb		Ashlands thrown weapon; stack 50.
AxeBerzerkr	Berserkir axes	weapons	true	7	Ashlands	craft	Black forge	3	Charred bone x15, Flametal x24, Asksvin hide x3	3	42	na	true	false	0	3	5		250	high	Berserkir axes		Ashlands dual-wield axes; requires Black forge level 3.
AxeBerzerkrBlood	Bleeding Berserkir axes	weapons	true	7	Ashlands	craft	Black forge	4	Berserkir axes x1, Flametal x5, Bloodstone x1	4	47	na	true	false	0	4	5		300	medium	Berserkir axes		Ashlands upgraded variant using Bloodstone.
AxeBerzerkrLightning	Thundering Berserkir axes	weapons	true	7	Ashlands	craft	Black forge	4	Berserkir axes x1, Flametal x5, Iolite x1	4	47	na	true	false	0	4	5		300	medium	Berserkir axes		Ashlands upgraded variant using Iolite.
AxeBerzerkrNature	Primal Berserkir axes	weapons	true	7	Ashlands	craft	Black forge	4	Berserkir axes x1, Flametal x5, Jade x1	4	47	na	true	false	0	4	5		300	medium	Berserkir axes		Ashlands upgraded variant using Jade.
BowAshlands	Ash Fang	weapons	true	7	Ashlands	craft	Black forge	3	Ashwood x10, Charred bone x16, Flametal x5, Bonemaw tooth x5	4	36	na	true	false	0	3	5		200	high	Ash Fang		Ashlands bow; Black forge level 3.
BowAshlandsBlood	Blood Fang	weapons	true	7	Ashlands	craft	Black forge	3	Ash Fang x1, Flametal x5, Bloodstone x1	5	41	na	true	false	0	4	5		250	medium	Ash Fang		Ashlands upgraded bow using Bloodstone.
BowAshlandsRoot	Root Fang	weapons	true	7	Ashlands	craft	Black forge	3	Ash Fang x1, Flametal x5, Jade x1	5	41	na	true	false	0	4	5		250	medium	Ash Fang		Ashlands upgraded bow using Jade.
BowAshlandsStorm	Storm Fang	weapons	true	7	Ashlands	craft	Black forge	3	Ash Fang x1, Flametal x5, Iolite x1	5	41	na	true	false	0	4	5		250	medium	Ash Fang		Ashlands upgraded bow using Iolite.
CrossbowRipper	Ripper	weapons	true	7	Ashlands	craft	Black forge	3	Ashwood x10, Flametal x8, Morgen sinew x2, Bonemaw tooth x4	3	45	na	true	false	0	3	5		210	high	Ripper		Ashlands crossbow; Black forge level 3.
CrossbowRipperBlood	Wound Ripper	weapons	true	7	Ashlands	craft	Black forge	3	Ripper x1, Flametal x8, Bloodstone x1	4	50	na	true	false	0	4	5		260	medium	Ripper		Ashlands upgraded crossbow using Bloodstone.
CrossbowRipperLightning	Storm Ripper	weapons	true	7	Ashlands	craft	Black forge	3	Ripper x1, Flametal x8, Iolite x1	4	50	na	true	false	0	4	5		260	medium	Ripper		Ashlands upgraded crossbow using Iolite.
CrossbowRipperNature	Root Ripper	weapons	true	7	Ashlands	craft	Black forge	3	Ripper x1, Flametal x8, Jade x1	4	50	na	true	false	0	4	5		260	medium	Ripper		Ashlands upgraded crossbow using Jade.
KnifeSkollAndHati	Skoll and Hati Knife	weapons	true	7	Ashlands	craft	Workbench	4	Flametal x2, Bone Fragments x4, Linen Thread x2	3	8	na	false	false	0	2	4		150	medium	Knife		Ashlands endgame
StaffRedTroll	Trollstav	weapons	true	7	Swamp	craft	Galdr table	2	Charred bone x15, Troll trophy x1, Flametal x3, Bloodstone x1	4	20	na	false	false	0	3	4		80	high	Trollstav		Swamp tier magic staff
SpearSplitner	Splitnir	weapons	true	7	Ashlands	craft	Black forge	3	Ashwood x10, Flametal x6, Asksvin hide x2, Bonemaw tooth x3	4	21	na	false	false	0	3	5		200	high	Splitnir		Boss-gated Ashlands weapon
StaffLightning	Dundr	weapons	true	7	Ashlands	craft	Galdr table	2	Ashwood x10, Flametal x4, Celestial feather x3, Bloodstone x1	4	18	na	false	false	0	3	5		180	high	Dundr		Ashlands tier staff
SwordNiedhogg	Nidhögg	weapons	true	7	Ashlands	craft	Black forge	3	Charred bone x3, Flametal x12, Asksvin hide x2	3	17	na	false	false	0	3	5		200	high	Nidhögg		Black forge, Ashlands tier
THSwordSlayer	Slayer	weapons	true	7	Ashlands	craft	Black forge	3	Flametal x30, Asksvin hide x5, Morgen sinew x3	3	38	na	false	false	0	3	5		220	high	Slayer		Black forge, Ashlands tier 2H
SpearSplitner_Blood	Splitnir the Bleeding	weapons	true	7	Ashlands	craft	Black forge	4	Splitnir x1, Flametal x6, Bloodstone x1	3	8	na	false	false	0	4	5		250	high	Splitnir the Bleeding		Upgraded with Bloodstone, boss-gated
SpearSplitner_Lightning	Splitnir the Storming	weapons	true	7	Ashlands	craft	Black forge	4	Splitnir x1, Flametal x6, Iolite x1	3	8	na	false	false	0	4	5		250	high	Splitnir the Storming		Upgraded with Iolite, boss-gated
SpearSplitner_Nature	Splitnir the Primal	weapons	true	7	Ashlands	craft	Black forge	4	Splitnir x1, Flametal x6, Jade x1	3	8	na	false	false	0	4	5		250	high	Splitnir the Primal		Upgraded with Jade, boss-gated
SwordDyrnwyn	Dyrnwyn	weapons	true	7	Ashlands			0		0	0	na	false	false	0	4	5		240	high	Dyrnwyn		Boss fragments + Ashlands materials, limited
SwordNiedhoggBlood	Nidhögg the Bleeding	weapons	true	7	Ashlands	craft	Black forge	4	Nidhögg x1, Flametal x6, Bloodstone x1	3	8	na	false	false	0	4	5		250	high	Nidhögg the Bleeding		Upgraded with Bloodstone
SwordNiedhoggLightning	Nidhögg the Thundering	weapons	true	7	Ashlands	craft	Black forge	4	Nidhögg x1, Flametal x6, Iolite x1	3	8	na	false	false	0	4	5		250	high	Nidhögg the Thundering		Upgraded with Iolite
SwordNiedhoggNature	Nidhögg the Primal	weapons	true	7	Ashlands	craft	Black forge	4	Nidhögg x1, Flametal x6, Jade x1	3	8	na	false	false	0	4	5		250	high	Nidhögg the Primal		Upgraded with Jade
